FileKey,ImageSource,OriginalImagePath,SuperResolutionImagePath,Multiplier,scale-invariant-feature-transform_similarity_interpretation,scale-invariant-feature-transform_num_keypoints1,scale-invariant-feature-transform_num_keypoints2,scale-invariant-feature-transform_num_good_matches,scale-invariant-feature-transform_match_ratio,scale-invariant-feature-transform_avg_distance,multi-scale-structural-similarity-index_ms_ssim,multi-scale-structural-similarity-index_resized_similarity,peak-signal-to-noise-ratio_psnr,peak-signal-to-noise-ratio_nsr,learned-perceptual-image-patch-similarity_lpips,learned-perceptual-image-patch-similarity_resized_similarity
0854,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0854.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0854.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.738, Avg distance: 59.56)",1659,16694,1225,0.7383966244725738,59.55574430660326,0.9728045463562012,1.0,24.823887454791635,0.040283779155104685,0.11037024855613708,1.0
0855,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0855.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0855.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.732, Avg distance: 50.30)",1419,19104,1039,0.7322057787174067,50.30158118816152,0.9784005284309387,0.25,29.50701560223074,0.03389024540741422,0.20705777406692505,0.25
0856,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0856.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0856.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.664, Avg distance: 59.70)",1686,37466,1120,0.66429418742586,59.698614716104096,0.9604954719543457,0.75,24.62669315635629,0.04060634506025403,0.1484946310520172,0.75
0857,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0857.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0857.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.782, Avg distance: 48.95)",381,920,298,0.7821522309711286,48.954872016938744,0.9891330599784851,0.0,35.95940714046785,0.027809134786169042,0.1910856068134308,0.0
0858,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0858.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0858.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.726, Avg distance: 56.09)",1976,22466,1434,0.7257085020242915,56.08952787680606,0.9792309403419495,0.25,28.422632604130836,0.035183229292231846,0.08627957850694656,0.25
0859,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0859.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0859.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.734, Avg distance: 55.58)",2128,31185,1562,0.7340225563909775,55.57526634215698,0.9709513783454895,0.0,25.45749117726713,0.03928116847951513,0.13657620549201965,0.0
0860,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0860.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0860.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.705, Avg distance: 58.16)",3341,49691,2357,0.7054774019754565,58.156719122895964,0.9477532505989075,0.0,20.809722244379067,0.04805446167212111,0.26368483901023865,0.0
0861,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0861.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0861.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.719, Avg distance: 56.49)",1623,17895,1167,0.7190388170055453,56.49070490172712,0.9477477073669434,0.0,22.646925747486996,0.04415610362086185,0.18784752488136292,0.0
0862,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0862.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0862.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.749, Avg distance: 51.78)",538,4747,403,0.7490706319702602,51.77974593550633,0.9836490750312805,0.75,33.67684968392532,0.029693988879171244,0.15893378853797913,0.75
0863,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0863.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0863.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.768, Avg distance: 51.97)",1704,6178,1308,0.7676056338028169,51.97162572725104,0.9951996207237244,0.5,33.377155756002814,0.029960611602447642,0.03705515339970589,0.5
0864,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0864.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0864.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.739, Avg distance: 55.38)",2263,18443,1673,0.7392841361025188,55.382230813675704,0.9849622845649719,0.0,30.08148088374876,0.03324304424587822,0.07088291645050049,0.0
0865,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0865.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0865.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.752, Avg distance: 54.07)",2007,15903,1509,0.7518684603886397,54.068873510999026,0.9775498509407043,0.75,27.657192046600745,0.03615696048662709,0.12256991118192673,0.75
0866,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0866.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0866.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.763, Avg distance: 54.49)",2867,26525,2187,0.7628182769445413,54.491032005392036,0.9758746027946472,0.75,25.57759391404515,0.03909671892362326,0.10662953555583954,0.75
0867,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0867.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0867.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.722, Avg distance: 52.69)",2277,20254,1644,0.7220026350461133,52.69147410241937,0.9867861866950989,1.0,27.80048354709837,0.03597059735690725,0.06333719938993454,1.0
0868,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0868.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0868.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.727, Avg distance: 55.61)",490,4674,356,0.726530612244898,55.612047356166194,0.9962213039398193,1.5,31.145739115720495,0.03210712053692314,0.028170689940452576,1.5
0869,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0869.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0869.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.740, Avg distance: 52.30)",1764,19548,1305,0.7397959183673469,52.30232930293028,0.9743852615356445,1.25,23.924276370554228,0.041798547404793836,0.19238421320915222,1.25
0870,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0870.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0870.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.742, Avg distance: 57.73)",4279,32960,3174,0.741762093947184,57.7323509449469,0.9905415177345276,0.5,28.67662960105158,0.03487160150659162,0.06943581998348236,0.5
0871,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0871.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0871.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.762, Avg distance: 52.57)",1957,11823,1492,0.7623914154317833,52.570518854316376,0.993800163269043,0.0,31.226340957748803,0.03202424521505939,0.044645801186561584,0.0
0872,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0872.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0872.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.718, Avg distance: 53.30)",2361,32363,1695,0.7179161372299873,53.30473056950752,0.9752693772315979,0.75,23.74175466714067,0.04211988599916043,0.1338939666748047,0.75
0873,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0873.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0873.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.708, Avg distance: 58.53)",2192,22841,1551,0.7075729927007299,58.532988252830386,0.9586107134819031,0.0,23.95967814892647,0.04173678768906191,0.1653255820274353,0.0
0874,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0874.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0874.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.721, Avg distance: 53.03)",1103,11129,795,0.7207615593834995,53.029007440842925,0.9768264889717102,0.0,29.591706884905655,0.03379325173398791,0.09630520641803741,0.0
0875,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0875.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0875.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.682, Avg distance: 57.27)",2953,33962,2014,0.682018286488317,57.26961981409711,0.968390941619873,0.5,23.797718690135277,0.04202083456068938,0.12717068195343018,0.5
0876,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0876.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0876.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.695, Avg distance: 54.46)",2008,30699,1396,0.6952191235059761,54.46094103853477,0.9314811825752258,1.0,22.538267736114026,0.04436898219989008,0.2858402729034424,1.0
0877,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0877.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0877.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.744, Avg distance: 49.67)",648,2182,482,0.7438271604938271,49.67083551972733,0.9967934489250183,1.25,37.424744896113836,0.026720289016688513,0.035896047949790955,1.25
0878,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0878.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0878.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.749, Avg distance: 53.60)",2669,14316,2000,0.7493443237167479,53.6019788889885,0.9938592910766602,0.5,30.781589100704558,0.032486951753154,0.048697829246520996,0.5
0879,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0879.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0879.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.729, Avg distance: 55.28)",1593,14962,1161,0.7288135593220338,55.27988593974676,0.9846723675727844,0.25,26.77201239882395,0.03735244049281586,0.058832280337810516,0.25
0880,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0880.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0880.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.766, Avg distance: 54.86)",1199,16816,918,0.7656380316930775,54.862162899607405,0.9939743876457214,0.0,32.36564740237923,0.030896956503533093,0.038631659001111984,0.0
0881,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0881.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0881.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.699, Avg distance: 54.45)",955,13560,668,0.6994764397905759,54.45191767401324,0.9704846739768982,0.75,26.29994561798175,0.03802289231032789,0.10629267990589142,0.75
0882,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0882.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0882.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.818, Avg distance: 47.85)",1468,4875,1201,0.8181198910081744,47.851331774737815,0.9975308775901794,0.0,33.16237573774216,0.03015465501954066,0.01719791255891323,0.0
0883,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0883.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0883.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.717, Avg distance: 55.77)",2380,55858,1706,0.7168067226890756,55.76510774488326,0.9829651713371277,0.0,26.650634826466643,0.03752255833721844,0.08619542419910431,0.0
0884,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0884.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0884.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.737, Avg distance: 54.36)",2365,23474,1743,0.7369978858350952,54.3557618516516,0.9746034741401672,0.0,25.54288228636001,0.03914984960542232,0.09751908481121063,0.0
0885,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0885.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0885.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.662, Avg distance: 49.99)",1847,33229,1223,0.6621548456957228,49.99049205031438,0.9178275465965271,1.25,23.02759175230165,0.043426165043943345,0.20956510305404663,1.25
0886,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0886.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0886.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.778, Avg distance: 48.65)",617,3325,480,0.7779578606158833,48.652475304404895,0.9957341551780701,0.0,35.41558218851894,0.028236158724624354,0.10330498963594437,0.0
0887,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0887.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0887.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.718, Avg distance: 56.74)",1954,26755,1402,0.7175025588536336,56.74403742674244,0.9745140671730042,0.25,25.213237580123298,0.039661705357044025,0.11269436776638031,0.25
0888,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0888.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0888.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.759, Avg distance: 54.70)",1921,10479,1458,0.7589796980739199,54.70333913684055,0.9932366013526917,0.25,29.42048454705027,0.03398992285122854,0.05558240786194801,0.25
0889,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0889.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0889.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.747, Avg distance: 56.16)",3171,19736,2370,0.7473982970671712,56.162315077017126,0.9953190684318542,0.0,29.524839119684078,0.0338697865870268,0.02870965749025345,0.0
0890,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0890.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0890.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.730, Avg distance: 57.06)",1291,14939,942,0.7296669248644462,57.05604982806366,0.9662961959838867,0.25,25.811625504716705,0.038742232635339616,0.14786410331726074,0.25
0891,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0891.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0891.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.755, Avg distance: 55.02)",2348,13352,1772,0.7546848381601363,55.01556214548933,0.9801411032676697,0.25,25.275534905202676,0.03956395003114896,0.09268805384635925,0.25
0892,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0892.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0892.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.745, Avg distance: 56.18)",1503,5321,1119,0.7445109780439122,56.175464508893555,0.9876754879951477,0.5,27.285924977008843,0.03664893166871203,0.08211217075586319,0.5
0893,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0893.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0893.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.800, Avg distance: 51.54)",1146,3731,917,0.800174520069808,51.53987248071277,0.9870334267616272,0.25,32.60019554294774,0.03067466263147387,0.11528033018112183,0.25
0894,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0894.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0894.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.708, Avg distance: 54.40)",1237,12716,876,0.7081649151172191,54.40287131506558,0.9893999099731445,0.25,30.879938031037476,0.032383484675225005,0.048511847853660583,0.25
0895,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0895.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0895.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.675, Avg distance: 59.28)",1802,38251,1216,0.6748057713651499,59.283345104440265,0.9433009624481201,0.0,20.88378347559457,0.04788404367286372,0.19881512224674225,0.0
0896,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0896.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0896.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.742, Avg distance: 47.31)",465,1940,345,0.7419354838709677,47.307649436895396,0.9954478740692139,0.5,35.74440551390487,0.027976405975222936,0.03682103753089905,0.5
0897,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0897.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0897.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.739, Avg distance: 33.62)",6807,49123,5027,0.7385044806816512,33.61875078377914,0.9814190864562988,0.75,22.19132080303926,0.045062662510067575,0.06164023280143738,0.75
0898,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0898.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0898.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.757, Avg distance: 56.80)",757,7027,573,0.7569352708058125,56.80179891037067,0.9921903610229492,0.5,33.58046600676536,0.02977921747120879,0.06118621677160263,0.5
0899,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0899.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0899.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.785, Avg distance: 49.22)",1235,4002,970,0.7854251012145749,49.22196504356935,0.9902321696281433,0.0,27.671293083894902,0.036138535231012195,0.11837166547775269,0.0
0900,Control,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_LR_bicubic_X4/X4/0900.png,/Users/t834527/Repos/visionary-validation/data/DIV2K_valid_HR/0900.png,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.727, Avg distance: 55.40)",1441,13038,1047,0.7265787647467037,55.396422289162444,0.9780120849609375,0.5,26.02601083903106,0.03842309934414942,0.06383056938648224,0.5
