FileKey,ImageSource,Multiplier,DataSource,SIFT Keypoints (Original),SIFT Keypoints (Super-Resolution),SIFT Good Matches,SIFT Match Ratio,SIFT Avg Distance,MS-SSIM,Average Perceptual Hash Functions,PSNR,NSR,LPIPS (Original),LPIPS (Super-Resolution)
0859x2,Control,2x,analysis/control_results_2x,8322,31185,6225,0.7480173035328046,47.65467749972899,0.9943159222602844,0.0,31.098829638056948,0.032155550920677026,0.046250101178884506,0.0
0860x2,Control,2x,analysis/control_results_2x,12422,49691,9097,0.7323297375623893,47.231063268309676,0.9924597144126892,0.0,26.216183382258627,0.038144377670043826,0.09954236447811127,0.0
0861x2,Control,2x,analysis/control_results_2x,5764,17895,4186,0.7262317834836919,47.35116309106948,0.9916113018989563,0.0,27.753966945418966,0.03603088531331766,0.07386810332536697,0.0
0862x2,Control,2x,analysis/control_results_2x,1417,4747,1108,0.7819336626676077,39.47554173301704,0.9951638579368591,1.0,38.08205276748633,0.026259088660624392,0.05287395417690277,1.0
0863x2,Control,2x,analysis/control_results_2x,2954,6178,2424,0.8205822613405552,35.920012628678045,0.9982431530952454,0.5,38.423844315415934,0.02602550624011332,0.01347547397017479,0.5
0864x2,Control,2x,analysis/control_results_2x,6967,18443,5421,0.7780967417826898,44.661395113553056,0.9966866374015808,0.0,35.802854995233645,0.027930733460589323,0.036472026258707047,0.0
0865x2,Control,2x,analysis/control_results_2x,5401,15903,4048,0.7494908350305499,44.05525902702875,0.993929922580719,0.0,32.266623677925736,0.030991776827400775,0.054237328469753265,0.0
0866x2,Control,2x,analysis/control_results_2x,8657,26525,6785,0.7837588079011205,44.15155709533017,0.9961139559745789,0.25,30.73849623075578,0.03253249581544063,0.04355606064200401,0.25
0867x2,Control,2x,analysis/control_results_2x,7038,20254,5460,0.7757885763000852,42.88739471828544,0.9975016713142395,0.25,34.24572620864244,0.029200724023415062,0.02458479255437851,0.25
0868x2,Control,2x,analysis/control_results_2x,1445,4674,1114,0.7709342560553634,42.39689937271378,0.9988909363746643,1.75,37.220540380315896,0.026866885590109555,0.007129575591534376,1.75
0869x2,Control,2x,analysis/control_results_2x,5692,19548,4260,0.7484188334504568,43.18305005960062,0.9954288005828857,0.0,28.80521563866907,0.03471593521617548,0.04365082457661629,0.0
0870x2,Control,2x,analysis/control_results_2x,13788,32960,10958,0.794749057151146,45.15548824332757,0.9986652731895447,0.25,36.04146115094175,0.027745822951294814,0.02329043298959732,0.25
0871x2,Control,2x,analysis/control_results_2x,5060,11823,4087,0.8077075098814229,41.352256472226834,0.9985573291778564,0.0,37.70089979484388,0.026524565870885763,0.016870509833097458,0.0
0872x2,Control,2x,analysis/control_results_2x,8491,32363,6380,0.7513838181604051,44.623066459479375,0.9949111342430115,0.75,29.17938310159323,0.0342707725011979,0.037619661539793015,0.75
0873x2,Control,2x,analysis/control_results_2x,8003,22841,5872,0.7337248531800574,47.251710152471745,0.9921638369560242,0.0,29.090409014140064,0.03437559092118392,0.0686548501253128,0.0
0874x2,Control,2x,analysis/control_results_2x,3460,11129,2593,0.749421965317919,43.80677831701638,0.9955088496208191,0.75,35.18866584536709,0.028418241384723007,0.0388280414044857,0.75
0875x2,Control,2x,analysis/control_results_2x,9149,33962,6481,0.7083834298830474,45.68457649471841,0.9931098818778992,0.25,29.475811372728202,0.0339261229268561,0.051279280334711075,0.25
0876x2,Control,2x,analysis/control_results_2x,7847,30699,5521,0.7035809863642156,48.47052211935074,0.9875285625457764,0.25,27.175897256197615,0.03679731309596206,0.11038971692323685,0.25
0877x2,Control,2x,analysis/control_results_2x,1256,2182,1016,0.8089171974522293,38.52078450007701,0.9992277026176453,0.0,44.38595669912835,0.02252964843764735,0.009596414864063263,0.0
0878x2,Control,2x,analysis/control_results_2x,6790,14316,5368,0.7905743740795287,40.497736618278104,0.9986407160758972,0.5,37.31582863488092,0.0267982793517615,0.019571198150515556,0.5
0879x2,Control,2x,analysis/control_results_2x,4994,14962,3726,0.7460953143772527,45.92196917530675,0.9966047406196594,1.0,32.41580597975493,0.030849148116956993,0.022661974653601646,1.0
0880x2,Control,2x,analysis/control_results_2x,5492,16816,4275,0.7784049526584123,48.32063001504419,0.9985427260398865,0.0,38.615936714775806,0.025896044096668645,0.013091713190078735,0.0
0881x2,Control,2x,analysis/control_results_2x,3515,13560,2584,0.7351351351351352,47.740842224090095,0.9937188029289246,0.25,31.275206307733384,0.031974209543510865,0.03759276866912842,0.25
0882x2,Control,2x,analysis/control_results_2x,2537,4875,2145,0.8454867954276705,31.821589074434932,0.9990189075469971,0.0,38.99598245816369,0.025643667295030623,0.008176158182322979,0.0
0883x2,Control,2x,analysis/control_results_2x,10252,55858,7712,0.7522434646898166,47.83703773997384,0.9978339076042175,0.0,34.902646312130585,0.02865112264144983,0.026564911007881165,0.0
0884x2,Control,2x,analysis/control_results_2x,7694,23474,5810,0.7551338705484794,44.16991671830569,0.9949145317077637,0.0,31.034801058061845,0.032221891744340085,0.039813727140426636,0.0
0885x2,Control,2x,analysis/control_results_2x,8381,33229,5749,0.6859563297935807,38.903924561641716,0.9867956042289734,0.5,28.042041058962663,0.035660742308213145,0.0675460547208786,0.5
0886x2,Control,2x,analysis/control_results_2x,1571,3325,1294,0.8236791852323361,38.297419502432966,0.997866690158844,0.0,42.11164674784902,0.023746399802118352,0.03520677611231804,0.0
0887x2,Control,2x,analysis/control_results_2x,7410,26755,5430,0.7327935222672065,47.58296388743332,0.9946699142456055,0.0,30.707123137750266,0.03256573386943679,0.04377194494009018,0.0
