FileKey,ImageSource,OriginalImagePath,SuperResolutionImagePath,Multiplier,scale-invariant-feature-transform_similarity_interpretation,scale-invariant-feature-transform_num_keypoints1,scale-invariant-feature-transform_num_keypoints2,scale-invariant-feature-transform_num_good_matches,scale-invariant-feature-transform_match_ratio,scale-invariant-feature-transform_avg_distance,multi-scale-structural-similarity-index_ms_ssim,multi-scale-structural-similarity-index_resized_similarity,peak-signal-to-noise-ratio_psnr,peak-signal-to-noise-ratio_nsr,learned-perceptual-image-patch-similarity_lpips,learned-perceptual-image-patch-similarity_resized_similarity
MoneyHeistP4_2020_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/MoneyHeistP4_2020_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/MoneyHeistP4_2020_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.676, Avg distance: 46.16)",1988,13030,1344,0.676056338028169,46.16206130793407,0.9968544840812683,0.0,36.20991548672225,0.02761674493183195,0.03997224569320679,0.0
MoneyHeistP5_2021_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/MoneyHeistP5_2021_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/MoneyHeistP5_2021_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.685, Avg distance: 45.75)",1070,14476,733,0.6850467289719626,45.74591576613964,0.9968698620796204,0.25,36.77066054184433,0.02719559521815004,0.032350726425647736,0.25
NeZha2_2025_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/NeZha2_2025_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/NeZha2_2025_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.727, Avg distance: 44.64)",1096,4340,797,0.7271897810218978,44.64353524920632,0.9981984496116638,0.25,39.589465923089605,0.025259244515768373,0.01959957741200924,0.25
RedNotice_2021_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/RedNotice_2021_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/RedNotice_2021_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.664, Avg distance: 54.10)",1862,19232,1237,0.6643394199785178,54.09952182719663,0.9968753457069397,0.5,36.83812617002663,0.027145788995468798,0.01973932422697544,0.5
Shrek2_2004_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/Shrek2_2004_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/Shrek2_2004_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.749, Avg distance: 50.65)",4824,21570,3614,0.7491708126036484,50.651797208194914,0.9981069564819336,0.5,38.14735255557115,0.026214138937774255,0.01820889301598072,0.5
SnowWhite_1938_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/SnowWhite_1938_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/SnowWhite_1938_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.743, Avg distance: 49.23)",3720,9574,2765,0.7432795698924731,49.23057018736172,0.9984871745109558,0.25,42.321095739288154,0.02362887780978849,0.015952464193105698,0.25
SquidGameS1_2021_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/SquidGameS1_2021_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/SquidGameS1_2021_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.685, Avg distance: 49.98)",1048,10477,718,0.6851145038167938,49.97791029583445,0.9927733540534973,0.0,32.97324688576882,0.030327616915142127,0.07265177369117737,0.0
SquidGameS2_2024_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/SquidGameS2_2024_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/SquidGameS2_2024_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.730, Avg distance: 44.84)",2203,13552,1608,0.7299137539718565,44.83527566559279,0.9966005682945251,0.0,33.468497343848604,0.02987884366980093,0.04436078667640686,0.0
StrangerThingsS4_2022_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/StrangerThingsS4_2022_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/StrangerThingsS4_2022_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.710, Avg distance: 54.09)",1182,6418,839,0.7098138747884941,54.0857768095719,0.9978325963020325,0.0,40.36021144426438,0.024776877132592693,0.02118409052491188,0.0
TheAdamProject_2022_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/TheAdamProject_2022_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/TheAdamProject_2022_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.706, Avg distance: 56.18)",6996,60589,4938,0.7058319039451115,56.18212066149606,0.9971976280212402,0.25,34.672441481917645,0.028841349419293692,0.026226114481687546,0.25
TheLionKing_1994_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/TheLionKing_1994_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/TheLionKing_1994_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.736, Avg distance: 52.12)",2606,10273,1919,0.7363775901765157,52.115411253445096,0.9977409839630127,0.25,39.47690027918381,0.02533126950008536,0.01564544066786766,0.25
TheLionKing_2019_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/TheLionKing_2019_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/TheLionKing_2019_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.705, Avg distance: 56.28)",5993,106342,4227,0.705322876689471,56.27901340467247,0.9949150681495667,0.25,31.118974618138573,0.0321347349091998,0.02845168113708496,0.25
ToyStory3_2010_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/ToyStory3_2010_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/ToyStory3_2010_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.784, Avg distance: 45.15)",1457,2287,1142,0.7838023335621139,45.14510769539247,0.9987109303474426,0.0,46.21204390354429,0.021639380462964194,0.007906392216682434,0.0
WednesdayS1_2022_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/WednesdayS1_2022_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_4x/WednesdayS1_2022_Imagen3_SR_4x_01.jpg,4x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.723, Avg distance: 56.25)",3060,19173,2212,0.722875816993464,56.24884313431183,0.9979875683784485,0.0,38.40769159205329,0.026036451516573418,0.021141771227121353,0.0
